from	from	from
:	:	:
rdetweil@boi.hp.com	rdetweil@boi.hp.com	rdetweil@boi.hp.com
(	(	(
richard	richard	richard
detweiler	detweil	detweiler
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
phills	phill	phills
vs	vs	v
pirates	pirat	pirate

organization	organ	organization
:	:	:
hewlett	hewlett	hewlett
packard	packard	packard
-	-	-
boise	bois	boise
printer	printer	printer
division	divis	division

keywords	keyword	keywords
:	:	:
mlb	mlb	mlb
,	,	,
04	04	04
.	.	.
16	16	16

lines	line	line
:	:	:
37	37	37

in	in	in
article	articl	article
<	<	<
1993apr16.163712.2466@vfl.paramax.com	1993apr16.163712.2466@vfl.paramax.com	1993apr16.163712.2466@vfl.paramax.com
>	>	>
edd@gvlf4-a.gvl.unisys.com	edd@gvlf4-a.gvl.unisys.com	edd@gvlf4-a.gvl.unisys.com
(	(	(
ed	ed	ed
dougherty	dougherti	dougherty
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
as	as	a
a	a	a
philly	philli	philly
fan	fan	fan
as	as	a
as	as	a
a	a	a
penna	penna	penna
.	.	.

baseball	basebal	baseball
fan	fan	fan
,	,	,
i	i	i
'	'	'
m	m	m
anxious	anxious	anxious
to	to	to
see	see	see
the	the	the

>	>	>
penna	penna	penna
.	.	.

series	seri	series
.	.	.

anyone	anyon	anyone
know	know	know
when	when	when
it	it	it
starts	start	start
and	and	and
where	where	where
the	the	the
first	first	first
games	game	game

>	>	>
will	will	will
be	be	be
played	play	played
?	?	?

>	>	>

>	>	>
this	this	this
is	is	is
(	(	(
i	i	i
think	think	think
)	)	)
always	alway	always
good	good	good
baseball	basebal	baseball
(	(	(
to	to	to
me	me	me
)	)	)
;	;	;
and	and	and
the	the	the
pirates	pirat	pirate
are	are	are

>	>	>
also	also	also
off	off	off
to	to	to
a	a	a
good	good	good
start	start	start
.	.	.

>	>	>

>	>	>
ed	ed	ed
doc	doc	doc

when	when	when
is	is	is
it	it	it
did	did	did
you	you	you
say	say	say
?	?	?

well	well	well
let	let	let
me	me	me
shell	shell	shell
out	out	out
here	here	here
and	and	and
run	run	run
this	this	this
handy	handi	handy
dandy	dandi	dandy
program	program	program
.	.	.
.	.	.
.	.	.
.	.	.

$	$	$
mlb	mlb	mlb
-	-	-
m	m	m
pit	pit	pit
phi	phi	phi

and	and	and
