from	from	from
:	:	:
john_carson@mindlink.bc.ca	john_carson@mindlink.bc.ca	john_carson@mindlink.bc.ca
(	(	(
john	john	john
carson	carson	carson
)	)	)

subject	subject	subject
:	:	:
kansas	kansa	kansa
city	citi	city
e	e	e
-	-	-
mail	mail	mail
contact	contact	contact

organization	organ	organization
:	:	:
mind	mind	mind
link	link	link
!	!	!

-	-	-
british	british	british
columbia	columbia	columbia
,	,	,
canada	canada	canada
lines	line	line
:	:	:
11	11	11

would	would	would
the	the	the
person	person	person
who	who	who
is	is	is
running	run	running
the	the	the
e	e	e
-	-	-
mail	mail	mail
list	list	list
for	for	for
kansas	kansa	kansa
city	citi	city
royals	royal	royal
please	pleas	please
e	e	e
-	-	-
mail	mail	mail
details	detail	detail
regarding	regard	regarding
mailing	mail	mailing
list	list	list
.	.	.

if	if	if
you	you	you
on	on	on
the	the	the
list	list	list
and	and	and
know	know	know
the	the	the
info	info	info
please	pleas	please
send	send	send
me	me	me
info	info	info
as	as	a
well	well	well
.	.	.

please	pleas	please
e	e	e
-	-	-
mail	mail	mail
as	as	a
i	i	i
don	don	don
'	'	'
t	t	t
have	have	have
time	time	time
always	alway	always
to	to	to
read	read	read
this	this	this
group	group	group

john	john	john

-	-	-
-	-	-

>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
john_carson@mindlink.bc.ca	john_carson@mindlink.bc.ca	john_carson@mindlink.bc.ca
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<

>	>	>
>	>	>
d	d	d
.	.	.
john	john	john
carson	carson	carson
j	j	j
&	&	&
h	h	h
concepts	concept	concept
(	(	(
604)589-5118	604)589-5118	604)589-5118
<	<	<
<	<	<

>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
>	>	>
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
<	<	<
