from	from	from
:	:	:
beck@irzr17.inf.tu-dresden.de	beck@irzr17.inf.tu-dresden.d	beck@irzr17.inf.tu-dresden.de
(	(	(
andre	andr	andre
beck	beck	beck
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
title	titl	title
for	for	for
xterm	xterm	xterm

organization	organ	organization
:	:	:
dept	dept	dept
.	.	.

of	of	of
computer	comput	computer
science	scienc	science
,	,	,
tu	tu	tu
dresden	dresden	dresden
,	,	,
germany	germani	germany
.	.	.

lines	line	line
:	:	:
32	32	32

distribution	distribut	distribution
:	:	:
world	world	world

reply	repli	reply
-	-	-
to	to	to
:	:	:
andre_beck@irs.inf.tu-dresden.de	andre_beck@irs.inf.tu-dresden.d	andre_beck@irs.inf.tu-dresden.de

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
irzr17	irzr17	irzr17
.	.	.
inf	inf	inf
.	.	.
tu	tu	tu
-	-	-
dresden	dresden	dresden
.	.	.
de	de	de

keywords	keyword	keywords
:	:	:
xterm	xterm	xterm

in	in	in
article	articl	article
<	<	<
c5ol74.3b1@aeon.in-berlin.de	c5ol74.3b1@aeon.in-berlin.d	c5ol74.3b1@aeon.in-berlin.de
>	>	>
,	,	,
thomas@aeon.in-berlin.de	thomas@aeon.in-berlin.d	thomas@aeon.in-berlin.de
(	(	(
thomas	thoma	thomas
wolfram	wolfram	wolfram
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
>	>	>
hey	hey	hey
guys	guy	guy
!	!	!

|	|	|
>	>	>
>	>	>
i	i	i
work	work	work
on	on	on
many	mani	many
stations	station	station
and	and	and
would	would	would
like	like	like
this	this	this
name	name	name
and	and	and
current	current	current
logname	lognam	logname

|	|	|
>	>	>
>	>	>
to	to	to
be	be	be
in	in	in
a	a	a
title	titl	title
of	of	of
xterm	xterm	xterm
when	when	when
it	it	it
'	'	'
s	s	s
open	open	open
and	and	and
a	a	a
machine	machin	machine
name	name	name
only	onli	only

|	|	|
>	>	>
>	>	>
when	when	when
it	it	it
'	'	'
s	s	s
closed	close	closed
.	.	.

in	in	in
other	other	other
words	word	word
,	,	,
i	i	i
want	want	want
$	$	$
host	host	host
and	and	and
$	$	$
logname	lognam	logname
to	to	to
appear	appear	appear

|	|	|
>	>	>
>	>	>
as	as	a
a	a	a
title	titl	title
of	of	of
opened	open	opened
xterm	xterm	xterm
and	and	and
$	$	$
host	host	host
when	when	when
xterm	xterm	xterm
is	is	is
closed	close	closed
.	.	.

|	|	|
>	>	>
>	>	>
how	how	how
can	can	can
i	i	i
do	do	do
it	it	it
?	?	?

|	|	|
>	>	>

|	|	|
>	>	>
almost	almost	almost
all	all	all
window	window	window
managers	manag	manager
(	(	(
twm	twm	twm
,	,	,
mwm	mwm	mwm
,	,	,
olwm	olwm	olwm
and	and	and
their	their	their
derivates	deriv	derivates
)	)	)
support	support	support

|	|	|
>	>	>
escape	escap	escape
sequences	sequenc	sequence
for	for	for
it	it	it
.	.	.

for	for	for
your	your	your
purpose	purpos	purpose
put	put	put
following	follow	following
