from	from	from
:	:	:
mlee@eng.sdsu.edu	mlee@eng.sdsu.edu	mlee@eng.sdsu.edu
(	(	(
mike	mike	mike
lee	lee	lee
)	)	)

subject	subject	subject
:	:	:
post	post	post
script	script	script
viewer	viewer	viewer

organization	organ	organization
:	:	:
san	san	san
diego	diego	diego
state	state	state
university	univers	university
computing	comput	computing
services	servic	service

lines	line	line
:	:	:
8	8	8

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
eng	eng	eng
.	.	.
sdsu	sdsu	sdsu
.	.	.
edu	edu	edu

x	x	x
-	-	-
newsreader	newsread	newsreader
:	:	:
tin	tin	tin
[	[	[
version	version	version
1	1	1
.	.	.
1	1	1
pl9	pl9	pl9
]	]	]

hello	hello	hello
,	,	,
recently	recent	recently
i	i	i
have	have	have
been	been	been
printing	print	printing
out	out	out
a	a	a
lot	lot	lot
of	of	of
files	file	file
on	on	on
school	school	school
'	'	'
s	s	s
laser	laser	laser
printer	printer	printer
and	and	and
feeling	feel	feeling
guilty	guilti	guilty
about	about	about
it	it	it
.	.	.

please	pleas	please
help	help	help
me	me	me
by	by	by
showing	show	showing
me	me	me
where	where	where
to	to	to
get	get	get
a	a	a
post	post	post
script	script	script
viewer	viewer	viewer
for	for	for
x	x	x
-	-	-
windows	window	window
.	.	.

thank	thank	thank
you	you	you
for	for	for
your	your	your
help	help	help
.	.	.

a	a	a
student	student	student
trying	tri	trying
to	to	to
enhence	enhenc	enhence
his	his	his
cybernatic	cybernat	cybernatic
ability	abil	ability
.	.	.
