from	from	from
:	:	:
whaley@sigma.kpc.com	whaley@sigma.kpc.com	whaley@sigma.kpc.com
(	(	(
ken	ken	ken
whaley	whaley	whaley
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
animation	anim	animation
with	with	with
xputimage	xputimag	xputimage
(	(	(
)	)	)
?	?	?

in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
dcr@mail.ast.cam.ac.uk	dcr@mail.ast.cam.ac.uk	dcr@mail.ast.cam.ac.uk
'	'	'
s	s	s
message	messag	message
of	of	of
thu	thu	thu
,	,	,
22	22	22
apr	apr	apr
1993	1993	1993
09	09	09
:	:	:
28	28	28
:	:	:
30	30	30
gmt	gmt	gmt

organization	organ	organization
:	:	:
kubota	kubota	kubota
pacific	pacif	pacific
computer	comput	computer
inc	inc	inc
.	.	.

<	<	<
1993apr22.092830.2190@infodev.cam.ac.uk	1993apr22.092830.2190@infodev.cam.ac.uk	1993apr22.092830.2190@infodev.cam.ac.uk
>	>	>
lines	line	line
:	:	:
38	38	38

|	|	|

|	|	|
shared	share	shared
memory	memori	memory
putimage	putimag	putimage
(	(	(
also	also	also
mentioned	mention	mentioned
by	by	by
nkissebe@delphi.beckman.uiuc.edu	nkissebe@delphi.beckman.uiuc.edu	nkissebe@delphi.beckman.uiuc.edu
,	,	,
|	|	|
nick	nick	nick
kisseberth	kisseberth	kisseberth
)	)	)
looks	look	look
interesting	interest	interesting
,	,	,
but	but	but
i	i	i
need	need	need
someone	someon	someone
to	to	to
point	point	point
me	me	me
to	to	to
some	some	some

|	|	|
documentation	document	documentation
.	.	.

is	is	is
this	this	this
method	method	method
likely	like	likely
to	to	to
give	give	give
better	better	better
results	result	result
than	than	than
server	server	server
-	-	-

|	|	|
resident	resid	resident
pixmaps	pixmap	pixmaps
?	?	?

i	i	i
'	'	'
d	d	d
also	also	also
be	be	be
interested	interest	interested
in	in	in
looking	look	looking
at	at	at
the	the	the
xview	xview	xview
code	code	code

|	|	|
mentioned	mention	mentioned
above	abov	above
.	.	.
.	.	.
.	.	.

there	there	there
is	is	is
no	no	no
easy	easi	easy
