from	from	from
:	:	:
toml@blade.boulder.parcplace.com	toml@blade.boulder.parcplace.com	toml@blade.boulder.parcplace.com
(	(	(
tom	tom	tom
lastrange	lastrang	lastrange
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
repost	repost	repost
:	:	:
accelerators	acceler	accelerator
/	/	/
translations	translat	translation

keywords	keyword	keywords
:	:	:
accelerator	acceler	accelerator
,	,	,
case	case	case

reply	repli	reply
-	-	-
to	to	to
:	:	:
toml@boulder.parcplace.com	toml@boulder.parcplace.com	toml@boulder.parcplace.com

organization	organ	organization
:	:	:
parcplace	parcplac	parcplace
boulder	boulder	boulder

lines	line	line
:	:	:
68	68	68

in	in	in
article	articl	article
<	<	<
1993apr22.162016.5923@telesoft.com	1993apr22.162016.5923@telesoft.com	1993apr22.162016.5923@telesoft.com
>	>	>
,	,	,
trevor@telesoft.com	trevor@telesoft.com	trevor@telesoft.com
(	(	(
trevor	trevor	trevor
bourget	bourget	bourget
@	@	@
ignite	ignit	ignite
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
in	in	in
<	<	<
sdennis.735423404@aa.cad.slb.com	sdennis.735423404@aa.cad.slb.com	sdennis.735423404@aa.cad.slb.com
>	>	>
sdennis@osf.org	sdennis@osf.org	sdennis@osf.org
writes	write	writes
:	:	:

|	|	|
>	>	>

|	|	|
>	>	>
>	>	>
i	i	i
posted	post	posted
this	this	this
a	a	a
while	while	while
ago	ago	ago
and	and	and
didn	didn	didn
'	'	'
t	t	t
receive	receiv	receive
one	one	one
reply	repli	reply
,	,	,
and	and	and
now	now	now
we	we	we

|	|	|
>	>	>
>	>	>
have	have	have
another	anoth	another
bug	bug	bug
report	report	report
on	on	on
the	the	the
same	same	same
subject	subject	subject
.	.	.

can	can	can
anybody	anybodi	anybody
help	help	help
me	me	me
out	out	out
?	?	?

|	|	|
>	>	>

|	|	|
>	>	>
the	the	the
problem	problem	problem
is	is	is
that	that	that
motif	motif	motif
uses	use	us
xgrabkey	xgrabkey	xgrabkey
to	to	to
implement	implement	implement
menu	menu	menu
accelerators	acceler	accelerator
,	,	,
|	|	|
