from	from	from
:	:	:
brent@vpnet.chi.il.us	brent@vpnet.chi.il.us	brent@vpnet.chi.il.us
(	(	(
brent	brent	brent
hansen	hansen	hansen
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
gui	gui	gui
study	studi	study

organization	organ	organization
:	:	:
vpnet	vpnet	vpnet
public	public	public
access	access	access

distribution	distribut	distribution
:	:	:
usa	usa	usa

lines	line	line
:	:	:
58	58	58

in	in	in
article	articl	article
<	<	<
1993apr2.203400.15357@kocrsv01.delcoelect.com	1993apr2.203400.15357@kocrsv01.delcoelect.com	1993apr2.203400.15357@kocrsv01.delcoelect.com
>	>	>
c2xjfa@kocrsv01.delcoelect.com	c2xjfa@kocrsv01.delcoelect.com	c2xjfa@kocrsv01.delcoelect.com
(	(	(
james	jame	james
f	f	f
allman	allman	allman
iii	iii	iii
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
>	>	>

>	>	>
>	>	>
>	>	>
i	i	i
'	'	'
m	m	m
doing	do	doing
a	a	a
study	studi	study
on	on	on
what	what	what
the	the	the
following	follow	following
type	type	type
of	of	of
users	user	user
would	would	would
like	like	like
to	to	to

>	>	>
>	>	>
>	>	>
have	have	have
on	on	on
a	a	a
unix	unix	unix
manager	manag	manager
.	.	.

basically	basic	basically
i	i	i
'	'	'
m	m	m
looking	look	looking
for	for	for
the	the	the
unix	unix	unix
commands	command	command

>	>	>
>	>	>
>	>	>
and	and	and
features	featur	feature
on	on	on
motif	motif	motif
window	window	window
interface	interfac	interface
which	which	which
will	will	will
help	help	help
the	the	the
different	differ	different

>	>	>
>	>	>
>	>	>
type	type	type
of	of	of
users	user	user
make	make	make
use	use	use
of	of	of
unix	unix	unix
.	.	.

>	>	>
>	>	>
.	.	.
.	.	.
.	.	.

>	>	>
>	>	>
personally	person	personally
,	,	,
i	i	i
can	can	can
'	'	'
t	t	t
stand	stand	stand
motif	motif	motif
.	.	.

i	i	i
also	also	also
can	can	can
'	'	'
t	t	t
stand	stand	stand
gui	gui	gui
command	command	command
line	line	line
!	!	!

>	>	>
>	>	>
interfaces	interfac	interface
for	for	for
things	thing	thing
like	like	like
access	access	access
to	to	to
the	the	the
commands	command	command
i	i	i
know	know	know
command	command	command
line	line	line
!	!	!

>	>	>
>	>	>
and	and	and
love	love	love
.	.	.

i	i	i
think	think	think
you	you	you
'	'	'
ll	ll	ll
find	find	find
that	that	that
experience	experi	experience
[	[	[
sic	sic	sic
]	]	]
users	user	user
command	command	command
line	line	line
!	!	!

>	>	>
>	>	>

>	>	>
>	>	>
der	der	der
mouse	mous	mouse

>	>	>
>	>	>
.	.	.
.	.	.
.	.	.

>	>	>
a	a	a
year	year	year
and	and	and
a	a	a
half	half	half
ago	ago	ago
i	i	i
felt	felt	felt
the	the	the
same	same	same
way	way	way
.	.	.

the	the	the
i	i	i
started	start	started
using	use	using

>	>	>
gooyies	gooyi	gooyies
.	.	.

give	give	give
me	me	me
the	the	the
command	command	command
line	line	line
when	when	when
something	someth	something
out	out	out
of	of	of
the	the	the
ordinary	ordinari	ordinary

>	>	>
needs	need	need
done	done	done
,	,	,
and	and	and
the	the	the
gooy	gooy	gooy
when	when	when
i	i	i
am	am	am
doing	do	doing
normal	normal	normal
or	or	or
repative	repat	repative
work	work	work
.	.	.

>	>	>
note	note	note
that	that	that
most	most	most
operations	oper	operation
are	are	are
repetative	repet	repetative
.	.	.

hackers	hacker	hacker
love	love	love
cls	cls	cl
because	becaus	because

>	>	>
.	.	.
.	.	.
.	.	.

what	what	what
i	i	i
like	like	like
about	about	about
gui	gui	gui
'	'	'
s	s	s
:	:	:

-	-	-
the	the	the
ability	abil	ability
to	to	to
view	view	view
and	and	and
manipulate	manipul	manipulate
a	a	a
group	group	group
of	of	of
objects	object	object
,	,	,
files	file	file
,	,	,
text	text	text
,	,	,
directories	directori	directory
,	,	,
etc	etc	etc
.	.	.

and	and	and
and	and	and
manipulate	manipul	manipulate
them	them	them
in	in	in
some	some	some
way	way	way

such	such	such
as	as	a
delete	delet	delete
,	,	,
copy	copi	copy
,	,	,
paste	past	paste
,	,	,
rename	renam	rename
.	.	.
.	.	.
.	.	.

-	-	-
the	the	the
ability	abil	ability
to	to	to
have	have	have
several	sever	several
applications	applic	application
/	/	/
screens	screen	screen
visible	visibl	visible

and	and	and
accessable	access	accessable
at	at	at
the	the	the
same	same	same
time	time	time
.	.	.

-	-	-
being	be	being
able	abl	able
to	to	to
do	do	do
a	a	a
standard	standard	standard
set	set	set
of	of	of
functions	function	function
easily	easili	easily
and	and	and

quickly	quick	quickly
on	on	on
an	an	an
unfamiliar	unfamiliar	unfamiliar
operating	oper	operating
system	system	system
.	.	.

i	i	i
am	am	am
familiar	familiar	familiar
with	with	with

the	the	the
command	command	command
lines	line	line
of	of	of
several	sever	several
operating	oper	operating
systems	system	system
but	but	but
occasionally	occasion	occasionally

i	i	i
will	will	will
have	have	have
to	to	to
some	some	some
work	work	work
on	on	on
a	a	a
system	system	system
that	that	that
i	i	i
almost	almost	almost
never	never	never
use	use	use
.	.	.

if	if	if
it	it	it
has	has	ha
a	a	a
gui	gui	gui
,	,	,
i	i	i
can	can	can
usually	usual	usually
accomplish	accomplish	accomplish
what	what	what
i	i	i
want	want	want
to	to	to
do	do	do

fairly	fair	fairly
easily	easili	easily
,	,	,
the	the	the
command	command	command
line	line	line
on	on	on
the	the	the
other	other	other
hand	hand	hand
often	often	often
is	is	is

a	a	a
long	long	long
and	and	and
painful	pain	painful
experience	experi	experience
.	.	.

what	what	what
i	i	i
hate	hate	hate
about	about	about
gui	gui	gui
'	'	'
s	s	s
:	:	:

-	-	-
having	have	having
to	to	to
switch	switch	switch
between	between	between
the	the	the
mouse	mous	mouse
and	and	and
the	the	the
keyboard	keyboard	keyboard
.	.	.

i	i	i
guess	guess	guess

i	i	i
have	have	have
a	a	a
strong	strong	strong
one	one	one
-	-	-
handed	hand	handed
preference	prefer	preference
.	.	.

i	i	i
like	like	like
to	to	to
use	use	use
a	a	a

computer	comput	computer
with	with	with
one	one	one
hand	hand	hand
and	and	and
use	use	use
the	the	the
other	other	other
for	for	for
holding	hold	holding
something	someth	something

like	like	like
a	a	a
piece	piec	piece
of	of	of
paper	paper	paper
of	of	of
a	a	a
mug	mug	mug
of	of	of
tea	tea	tea
.	.	.

i	i	i
have	have	have
configured	configur	configured
my	my	my

favorite	favorit	favorite
editor	editor	editor
so	so	so
that	that	that
most	most	most
of	of	of
the	the	the
editing	edit	editing
functions	function	function
can	can	can
be	be	be

done	done	done
with	with	with
one	one	one
hand	hand	hand
such	such	such
as	as	a
navigating	navig	navigating
,	,	,
cutting	cut	cutting
,	,	,
pasting	past	pasting
,	,	,
searching	search	searching
,	,	,
opening	open	opening
and	and	and
saving	save	saving
files	file	file
,	,	,
etc	etc	etc
.	.	.

the	the	the
main	main	main
thing	thing	thing
i	i	i

need	need	need
to	to	to
use	use	use
both	both	both
hands	hand	hand
for	for	for
is	is	is
entering	enter	entering
text	text	text
.	.	.

i	i	i
guess	guess	guess
i	i	i
need	need	need
to	to	to
get	get	get
one	one	one
of	of	of
those	those	those
mice	mice	mouse
with	with	with
,	,	,
like	like	like
,	,	,
20	20	20
buttons	button	button

or	or	or
something	someth	something
and	and	and
then	then	then
i	i	i
will	will	will
have	have	have
the	the	the
best	best	best
of	of	of
both	both	both
worlds	world	world
.	.	.

brent	brent	brent
