from	from	from
:	:	:
nanci	nanci	nanci
ann	ann	ann
miller	miller	miller
<	<	<
nm0w+@andrew.cmu.edu	nm0w+@andrew.cmu.edu	nm0w+@andrew.cmu.edu
>	>	>

subject	subject	subject
:	:	:
re	re	re
:	:	:
it	it	it
'	'	'
s	s	s
all	all	all
mary	mari	mary
'	'	'
s	s	s
fault	fault	fault
!	!	!

organization	organ	organization
:	:	:
sponsored	sponsor	sponsored
account	account	account
,	,	,
school	school	school
of	of	of
computer	comput	computer
science	scienc	science
,	,	,
carnegie	carnegi	carnegie
mellon	mellon	mellon
,	,	,
pittsburgh	pittsburgh	pittsburgh
,	,	,
pa	pa	pa

lines	line	line
:	:	:
28	28	28

<	<	<
c5kequ.4xo@portal.hq.videocart.com	c5kequ.4xo@portal.hq.videocart.com	c5kequ.4xo@portal.hq.videocart.com
>	>	>
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
po5	po5	po5
.	.	.
andrew	andrew	andrew
.	.	.
cmu	cmu	cmu
.	.	.
edu	edu	edu
in	in	in
-	-	-
reply	repli	reply
-	-	-
to	to	to
:	:	:
<	<	<
c5kequ.4xo@portal.hq.videocart.com	c5kequ.4xo@portal.hq.videocart.com	c5kequ.4xo@portal.hq.videocart.com
>	>	>

dfuller@portal.hq.videocart.com	dfuller@portal.hq.videocart.com	dfuller@portal.hq.videocart.com
(	(	(
dave	dave	dave
fuller	fuller	fuller
)	)	)
writes	write	writes
:	:	:

>	>	>
nice	nice	nice
attempt	attempt	attempt
chris	chris	chris
.	.	.

.	.	.

.	.	.

verrry	verrri	verrry
close	close	close
.	.	.

>	>	>

>	>	>
you	you	you
missed	miss	missed
the	the	the
conspiracy	conspiraci	conspiracy
by	by	by
1	1	1
step	step	step
.	.	.

joseph	joseph	joseph
knew	knew	knew
who	who	who
knocked	knock	knocked
her	her	her
up	up	up
.	.	.

>	>	>
he	he	he
couldn	couldn	couldn
'	'	'
t	t	t
let	let	let
it	it	it
be	be	be
known	known	known
that	that	that
somebody	somebodi	somebody
else	els	else
got	got	got
ol	ol	ol
'	'	'
mary	mari	mary
