from	from	from
:	:	:
keith@cco.caltech.edu	keith@cco.caltech.edu	keith@cco.caltech.edu
(	(	(
keith	keith	keith
allan	allan	allan
schneider	schneider	schneider
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
<	<	<
political	polit	political
atheists	atheist	atheist
?	?	?

organization	organ	organization
:	:	:
california	california	california
institute	institut	institute
of	of	of
technology	technolog	technology
,	,	,
pasadena	pasadena	pasadena

lines	line	line
:	:	:
49	49	49

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
lloyd	lloyd	lloyd
.	.	.
caltech	caltech	caltech
.	.	.
edu	edu	edu

kcochran@nyx.cs.du.edu	kcochran@nyx.cs.du.edu	kcochran@nyx.cs.du.edu
(	(	(
keith	keith	keith
"	"	"
justified	justifi	justified
and	and	and
ancient	ancient	ancient
"	"	"
cochran	cochran	cochran
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
natural	natur	natural
morality	moral	morality
may	may	may
specifically	specif	specifically
be	be	be
thought	thought	thought
of	of	of
as	as	a
a	a	a
code	code	code
of	of	of
ethics	ethic	ethic
that	that	that

>	>	>
>	>	>
a	a	a
certain	certain	certain
species	speci	specie
has	has	ha
developed	develop	developed
in	in	in
order	order	order
to	to	to
survive	surviv	survive
.	.	.

>	>	>
wait	wait	wait
.	.	.

are	are	are
we	we	we
talking	talk	talking
about	about	about
ethics	ethic	ethic
or	or	or
morals	moral	moral
here	here	here
?	?	?

is	is	is
the	the	the
distinction	distinct	distinction
important	import	important
?	?	?

>	>	>
>	>	>
we	we	we
see	see	see
this	this	this
countless	countless	countless

>	>	>
>	>	>
times	time	time
in	in	in
the	the	the
animal	anim	animal
kingdom	kingdom	kingdom
,	,	,
and	and	and
such	such	such
a	a	a
"	"	"
natural	natur	natural
"	"	"
system	system	system
is	is	is
the	the	the
basis	basi	basis
for	for	for

>	>	>
>	>	>
our	our	our
own	own	own
system	system	system
as	as	a
well	well	well
.	.	.

>	>	>
huh	huh	huh
?	?	?

well	well	well
,	,	,
our	our	our
moral	moral	moral
system	system	system
seems	seem	seems
to	to	to
mimic	mimic	mimic
the	the	the
natural	natur	natural
one	one	one
,	,	,
in	in	in
a	a	a
number	number	number
of	of	of
ways	way	way
.	.	.

>	>	>
>	>	>
in	in	in
order	order	order
for	for	for
humans	human	human
to	to	to
thrive	thrive	thrive
,	,	,
we	we	we
seem	seem	seem
to	to	to
need	need	need

>	>	>
>	>	>
to	to	to
live	live	live
in	in	in
groups	group	group
,	,	,
>	>	>
here	here	here
'	'	'
s	s	s
your	your	your
problem	problem	problem
.	.	.

"	"	"
we	we	we
*	*	*
seem	seem	seem
*	*	*
to	to	to
need	need	need
"	"	"
.	.	.

what	what	what
'	'	'
s	s	s
wrong	wrong	wrong
with	with	with
the	the	the
highlighted	highlight	highlighted

>	>	>
word	word	word
?	?	?

i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
.	.	.

what	what	what
is	is	is
wrong	wrong	wrong
?	?	?

is	is	is
it	it	it
possible	possibl	possible
for	for	for
humans	human	human
to	to	to
survive	surviv	survive
for	for	for
a	a	a
long	long	long
time	time	time
in	in	in
the	the	the
wild	wild	wild
?	?	?

yes	yes	yes
,	,	,
it	it	it
'	'	'
s	s	s
possible	possibl	possible
