from	from	from
:	:	:
healta@saturn.wwc.edu	healta@saturn.wwc.edu	healta@saturn.wwc.edu
(	(	(
tammy	tammi	tammy
r	r	r
healy	heali	healy
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
studies	studi	study
on	on	on
book	book	book
of	of	of
mormon	mormon	mormon

lines	line	line
:	:	:
31	31	31

organization	organ	organization
:	:	:
walla	walla	walla
walla	walla	walla
college	colleg	college

lines	line	line
:	:	:
31	31	31

in	in	in
article	articl	article
<	<	<
735023059	735023059	735023059
snx	snx	snx
@	@	@
enkidu	enkidu	enkidu
.	.	.
mic	mic	mic
.	.	.
cl	cl	cl
>	>	>
agrino@enkidu.mic.cl	agrino@enkidu.mic.cl	agrino@enkidu.mic.cl
(	(	(
andres	andr	andres
grino	grino	grino
brandt	brandt	brandt
)	)	)
writes	write	writes
:	:	:

>	>	>
from	from	from
:	:	:
agrino@enkidu.mic.cl	agrino@enkidu.mic.cl	agrino@enkidu.mic.cl
(	(	(
andres	andr	andres
grino	grino	grino
brandt	brandt	brandt
)	)	)

>	>	>
subject	subject	subject
:	:	:
studies	studi	study
on	on	on
book	book	book
of	of	of
mormon	mormon	mormon

>	>	>
date	date	date
:	:	:
sun	sun	sun
,	,	,
18	18	18
apr	apr	apr
1993	1993	1993
14	14	14
:	:	:
15	15	15
:	:	:
33	33	33
cst	cst	cst

>	>	>
hi	hi	hi
!	!	!

>	>	>

>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
know	know	know
much	much	much
about	about	about
mormons	mormon	mormon
,	,	,
and	and	and
i	i	i
want	want	want
to	to	to
know	know	know
about	about	about
serious	serious	serious
independent	independ	independent

>	>	>
studies	studi	study
about	about	about
the	the	the
book	book	book
of	of	of
mormon	mormon	mormon
.	.	.

>	>	>

>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
buy	buy	buy
the	the	the
'	'	'
official	offici	official
'	'	'
story	stori	story
about	about	about
the	the	the
gold	gold	gold
original	origin	original
taken	taken	taken
to	to	to
heaven	heaven	heaven
,	,	,
>	>	>
but	but	but
haven	haven	haven
'	'	'
t	t	t
read	read	read
the	the	the
book	book	book
of	of	of
mormon	mormon	mormon
by	by	by
myself	myself	myself
(	(	(
i	i	i
have	have	have
to	to	to
much	much	much
work	work	work
learning	learn	learning

>	>	>
biblical	biblic	biblical
hebrew	hebrew	hebrew
)	)	)
,	,	,
i	i	i
will	will	will
appreciate	appreci	appreciate
any	ani	any
comment	comment	comment
about	about	about
the	the	the
results	result	result
of	of	of
study	studi	study

>	>	>
in	in	in
style	style	style
,	,	,
vocabulary	vocabulari	vocabulary
,	,	,
place	place	place
-	-	-
names	name	name
,	,	,
internal	intern	internal
consistency	consist	consistency
,	,	,
and	and	and
so	so	so
on	on	on
.	.	.

>	>	>

>	>	>
for	for	for
example	exampl	example
:	:	:
there	there	there
is	is	is
evidence	evid	evidence
for	for	for
one	one	one
-	-	-
writer	writer	writer
or	or	or
multiple	multipl	multiple
writers	writer	writer
?	?	?

>	>	>
there	there	there
are	are	are
some	some	some
mention	mention	mention
about	about	about
events	event	event
,	,	,
places	place	place
,	,	,
or	or	or
historical	histor	historical
persons	person	person
later	later	later

>	>	>
discovered	discov	discovered
by	by	by
archeologist	archeologist	archeologist
?	?	?

>	>	>

>	>	>
yours	your	yours
in	in	in
collen	collen	collen

>	>	>

>	>	>
andres	andr	andres
grino	grino	grino
brandt	brandt	brandt
casilla	casilla	casilla
14801	14801	14801
-	-	-
santiago	santiago	santiago
21	21	21

>	>	>
agrino@enkidu.mic.cl	agrino@enkidu.mic.cl	agrino@enkidu.mic.cl
chile	chile	chile

>	>	>

>	>	>
no	no	no
hay	hay	hay
mas	mas	ma
realidad	realidad	realidad
que	que	que
la	la	la
realidad	realidad	realidad
,	,	,
y	y	y
la	la	la
razon	razon	razon
es	es	e
su	su	su
profeta	profeta	profeta
i	i	i
don	don	don
'	'	'
t	t	t
think	think	think
the	the	the
book	book	book
of	of	of
mormon	mormon	mormon
was	was	wa
supposedly	suppos	supposedly
translated	translat	translated
from	from	from
biblical	biblic	biblical
hebrew	hebrew	hebrew
.	.	.

i	i	i
'	'	'
ve	ve	ve
read	read	read
that	that	that
"	"	"
prophet	prophet	prophet
joseph	joseph	joseph
smith	smith	smith
"	"	"
traslated	traslat	traslated
the	the	the
gold	gold	gold
tablets	tablet	tablet
from	from	from
some	some	some
sort	sort	sort
of	of	of
egyptian	egyptian	egyptian
-	-	-
ish	ish	ish
language	languag	language
.	.	.

former	former	former
mormons	mormon	mormon
,	,	,
please	pleas	please
post	post	post
.	.	.

tammy	tammi	tammy
"	"	"
no	no	no
trim	trim	trim
"	"	"
healy	heali	healy
