from	from	from
:	:	:
cs012055@cs.brown.edu	cs012055@cs.brown.edu	cs012055@cs.brown.edu
(	(	(
hok	hok	hok
-	-	-
chung	chung	chung
tsang	tsang	tsang
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
saturn	saturn	saturn
'	'	'
s	s	s
pricing	price	pricing
policy	polici	policy

article	articl	article
-	-	-
i	i	i
.	.	.
d	d	d
.	.	.
:	:	:
cs	cs	c
.	.	.
1993apr5	1993apr5	1993apr5
.	.	.
230808	230808	230808
.	.	.
581	581	581

organization	organ	organization
:	:	:
brown	brown	brown
computer	comput	computer
science	scienc	science
dept	dept	dept
.	.	.

lines	line	line
:	:	:
51	51	51

in	in	in
article	articl	article
<	<	<
c4vir5.l3r@shuksan.ds.boeing.com	c4vir5.l3r@shuksan.ds.boeing.com	c4vir5.l3r@shuksan.ds.boeing.com
>	>	>
,	,	,
fredd	fredd	fredd
@	@	@
shuksan	shuksan	shuksan
(	(	(
fred	fred	fred
dickey	dickey	dickey
)	)	)
writes	write	writes
:	:	:

|	|	|
>	>	>
carolinafan	carolinafan	carolinafan
@	@	@
uiuc	uiuc	uiuc
(	(	(
cka52397@uxa.cso.uiuc.edu	cka52397@uxa.cso.uiuc.edu	cka52397@uxa.cso.uiuc.edu
)	)	)
wrote	wrote	wrote
:	:	:

|	|	|
>	>	>
:	:	:
i	i	i
have	have	have
been	been	been
active	activ	active
in	in	in
defending	defend	defending
saturn	saturn	saturn
lately	late	lately
on	on	on
the	the	the
net	net	net
and	and	and
would	would	would

|	|	|
>	>	>
:	:	:
like	like	like
to	to	to
state	state	state
my	my	my
full	full	full
opinion	opinion	opinion
on	on	on
the	the	the
subject	subject	subject
,	,	,
rather	rather	rather
than	than	than
just	just	just
reply	repli	reply
to	to	to
others	other	others
'	'	'

|	|	|
>	>	>
:	:	:
points	point	point
.	.	.

|	|	|
>	>	>
:	:	:

|	|	|
>	>	>
:	:	:
the	the	the
biggest	biggest	biggest
problem	problem	problem
some	some	some
people	peopl	people
seem	seem	seem
to	to	to
be	be	be
having	have	having
is	is	is
that	that	that
saturn	saturn	saturn

|	|	|
>	>	>
:	:	:
dealers	dealer	dealer
make	make	make
~	~	~
$	$	$
2k	2k	2k
on	on	on
a	a	a
car	car	car
.	.	.

i	i	i
think	think	think
most	most	most
will	will	will
agree	agre	agree
with	with	with
me	me	me
that	that	that
the	the	the
car	car	car
is	is	is

|	|	|
>	>	>
:	:	:
comparably	compar	comparably
priced	price	priced
with	with	with
its	it	it
competitors	competitor	competitor
,	,	,
that	that	that
is	is	is
,	,	,
they	they	they
aren	aren	aren
'	'	'
t	t	t
overpriced	overpr	overpriced

|	|	|
>	>	>
:	:	:
compared	compar	compared
to	to	to
most	most	most
cars	car	car
in	in	in
their	their	their
class	class	class
.	.	.

i	i	i
don	don	don
'	'	'
t	t	t
understand	understand	understand
the	the	the
point	point	point
of	of	of

|	|	|
>	>	>
:	:	:
arguing	argu	arguing
over	over	over
whether	whether	whether
the	the	the
dealer	dealer	dealer
makes	make	make
the	the	the
$	$	$
2k	2k	2k
or	or	or
not	not	not
?	?	?

|	|	|
>	>	>

|	|	|
>	>	>
i	i	i
have	have	have
never	never	never
understood	understood	understood
what	what	what
the	the	the
big	big	big
deal	deal	deal
over	over	over
dealer	dealer	dealer
profits	profit	profit
is	is	is
either	either	either
.	.	.

|	|	|
>	>	>
the	the	the
only	onli	only
thing	thing	thing
that	that	that
i	i	i
can	can	can
figure	figur	figure
out	out	out
is	is	is
that	that	that
people	peopl	people
believe	believ	believe
that	that	that
if	if	if

|	|	|
>	>	>
they	they	they
minimize	minim	minimize
the	the	the
dealer	dealer	dealer
profit	profit	profit
they	they	they
will	will	will
minimize	minim	minimize
their	their	their
total	total	total
out	out	out
-	-	-
of	of	of
-	-	-
pocket	pocket	pocket

|	|	|
>	>	>
expenses	expens	expense
for	for	for
the	the	the
car	car	car
.	.	.

while	while	while
this	this	this
may	may	may
be	be	be
true	true	true
in	in	in
some	some	some
cases	case	case
,	,	,
i	i	i
do	do	do
not	not	not

|	|	|
>	>	>
believe	believ	believe
that	that	that
it	it	it
is	is	is
generally	general	generally
true	true	true
.	.	.

i	i	i
bought	bought	bought
a	a	a
saturn	saturn	saturn
sl	sl	sl
in	in	in
january	januari	january
of	of	of
'	'	'
92	92	92
.	.	.

|	|	|
>	>	>
at	at	at
that	that	that
time	time	time
,	,	,
based	base	based
on	on	on
studying	studi	studying
car	car	car
prices	price	price
,	,	,
i	i	i
decided	decid	decided
that	that	that
there	there	there
was	was	wa

|	|	|
>	>	>
no	no	no
comparable	compar	comparable
car	car	car
that	that	that
was	was	wa
priced	price	priced
as	as	a
cheaply	cheapli	cheaply
as	as	a
the	the	the
saturn	saturn	saturn
.	.	.

sure	sure	sure
,	,	,
maybe	mayb	maybe
i	i	i

|	|	|
>	>	>
could	could	could
have	have	have
talked	talk	talked
the	the	the
price	price	price
for	for	for
some	some	some
other	other	other
car	car	car
to	to	to
the	the	the
saturn	saturn	saturn
price	price	price
,	,	,
but	but	but

|	|	|
>	>	>
my	my	my
out	out	out
-	-	-
of	of	of
-	-	-
pocket	pocket	pocket
expenses	expens	expense
wouldn	wouldn	wouldn
'	'	'
t	t	t
have	have	have
been	been	been
any	ani	any
different	differ	different
.	.	.

what	what	what
'	'	'
s	s	s
important	import	important

|	|	|
>	>	>
to	to	to
me	me	me
is	is	is
how	how	how
much	much	much
money	money	money
i	i	i
have	have	have
left	left	left
after	after	after
i	i	i
buy	buy	buy
the	the	the
car	car	car
.	.	.

reducing	reduc	reducing
dealer	dealer	dealer
profit	profit	profit

|	|	|
>	>	>
is	is	is
not	not	not
the	the	the
same	same	same
thing	thing	thing
as	as	a
saving	save	saving
money	money	money
!	!	!

show	show	show
me	me	me
how	how	how
reducing	reduc	reducing
dealer	dealer	dealer
profit	profit	profit

|	|	|
>	>	>
saves	save	save
me	me	me
money	money	money
,	,	,
and	and	and
i	i	i
'	'	'
ll	ll	ll
believe	believ	believe
that	that	that
it	it	it
'	'	'
s	s	s
important	import	important
.	.	.

my	my	my
experience	experi	experience
has	has	ha

|	|	|
>	>	>
been	been	been
that	that	that
reducing	reduc	reducing
dealer	dealer	dealer
profit	profit	profit
does	doe	doe
not	not	not
necessarily	necessarili	necessarily
save	save	save
me	me	me
money	money	money
.	.	.

|	|	|
>	>	>

|	|	|
>	>	>
fred	fred	fred

say	say	say
,	,	,
you	you	you
bought	bought	bought
your	your	your
saturn	saturn	saturn
at	at	at
$	$	$
13k	13k	13k
,	,	,
with	with	with
a	a	a
dealer	dealer	dealer
profit	profit	profit
of	of	of
$	$	$
2k	2k	2k
.	.	.

if	if	if
the	the	the
dealer	dealer	dealer
profit	profit	profit
is	is	is
$	$	$
1000	1000	1000
,	,	,
then	then	then
you	you	you
would	would	would
only	onli	only
be	be	be
paying	pay	paying
$	$	$
12k	12k	12k
for	for	for
the	the	the
same	same	same
car	car	car
.	.	.

so	so	so
isn	isn	isn
'	'	'
t	t	t
that	that	that
saving	save	saving
money	money	money
?	?	?

moreover	moreov	moreover
,	,	,
if	if	if
saturn	saturn	saturn
really	realli	really
does	doe	doe
reduce	reduc	reduce
the	the	the
dealer	dealer	dealer
profit	profit	profit
margin	margin	margin
by	by	by
$	$	$
1000	1000	1000
,	,	,
then	then	then
their	their	their
cars	car	car
will	will	will
be	be	be
even	even	even
better	better	better
deals	deal	deal
.	.	.

say	say	say
,	,	,
if	if	if
the	the	the
price	price	price
of	of	of
a	a	a
saturn	saturn	saturn
was	was	wa
already	alreadi	already
$	$	$
1000	1000	1000
below	below	below
market	market	market
average	averag	average
for	for	for
the	the	the
class	class	class
of	of	of
cars	car	car
,	,	,
then	then	then
after	after	after
they	they	they
reduce	reduc	reduce
the	the	the
dealer	dealer	dealer
profit	profit	profit
,	,	,
it	it	it
would	would	would
be	be	be
$	$	$
2000	2000	2000
below	below	below
market	market	market
average	averag	average
.	.	.

it	it	it
will	will	will
:	:	:

1	1	1
)	)	)
attract	attract	attract
even	even	even
more	more	more
people	peopl	people
to	to	to
buy	buy	buy
saturns	saturn	saturn
because	becaus	because
it	it	it
would	would	would
save	save	save
them	them	them
money	money	money
.	.	.

2	2	2
)	)	)
force	forc	force
the	the	the
competitors	competitor	competitor
to	to	to
lower	lower	lower
their	their	their
prices	price	price
to	to	to
survive	surviv	survive
.	.	.

now	now	now
,	,	,
not	not	not
only	onli	only
will	will	will
saturn	saturn	saturn
owners	owner	owner
benefit	benefit	benefit
from	from	from
a	a	a
lower	lower	lower
dealer	dealer	dealer
profit	profit	profit
,	,	,
even	even	even
the	the	the
buyers	buyer	buyer
for	for	for
other	other	other
cars	car	car
will	will	will
pay	pay	pay
less	less	less
.	.	.

isn	isn	isn
'	'	'
t	t	t
that	that	that
saving	save	saving
money	money	money
?	?	?

$	$	$
0	0	0
.	.	.
02	02	02
,	,	,
doug	doug	doug
.	.	.
