from	from	from
:	:	:
etxmst@sta.ericsson.se	etxmst@sta.ericsson.s	etxmst@sta.ericsson.se
(	(	(
markus	markus	markus
strobl	strobl	strobl
98121	98121	98121
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
photo	photo	photo
radar	radar	radar
(	(	(
was	was	wa
re	re	re
:	:	:
rec	rec	rec
.	.	.
autos	auto	auto
:	:	:
frequently	frequent	frequently

nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
st83	st83	st83
.	.	.
ericsson	ericsson	ericsson
.	.	.
se	se	se

reply	repli	reply
-	-	-
to	to	to
:	:	:
etxmst@sta.ericsson.se	etxmst@sta.ericsson.s	etxmst@sta.ericsson.se

organization	organ	organization
:	:	:
ericsson	ericsson	ericsson
telecom	telecom	telecom
ab	ab	ab

lines	line	line
:	:	:
50	50	50

in	in	in
article	articl	article
2211@viewlogic.com	2211@viewlogic.com	2211@viewlogic.com
,	,	,
brad@buck.viewlogic.com	brad@buck.viewlogic.com	brad@buck.viewlogic.com
(	(	(
bradford	bradford	bradford
kellogg	kellogg	kellogg
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
in	in	in
article	articl	article
<	<	<
1993mar20.050303.8401@cabot.balltown.cma.com	1993mar20.050303.8401@cabot.balltown.cma.com	1993mar20.050303.8401@cabot.balltown.cma.com
>	>	>
,	,	,
welty@cabot.balltown.cma.com	welty@cabot.balltown.cma.com	welty@cabot.balltown.cma.com
(	(	(
richard	richard	richard
welty	welti	welty
)	)	)
writes	write	writes
:	:	:

>	>	>

>	>	>
|	|	|
>	>	>
q	q	q
:	:	:
what	what	what
is	is	is
ka	ka	ka
band	band	band
radar	radar	radar
?	?	?

where	where	where
is	is	is
it	it	it
used	use	used
?	?	?

should	should	should
a	a	a
radar	radar	radar
detector	detector	detector
be	be	be

>	>	>
|	|	|
>	>	>
able	abl	able
to	to	to
handle	handl	handle
it	it	it
?	?	?

>	>	>
|	|	|
>	>	>

>	>	>
|	|	|
>	>	>
a	a	a
:	:	:
ka	ka	ka
band	band	band
has	has	ha
recently	recent	recently
been	been	been
made	made	made
available	avail	available
by	by	by
the	the	the
fcc	fcc	fcc
for	for	for
use	use	use
in	in	in
the	the	the
us	us	u

>	>	>
|	|	|
>	>	>
in	in	in
so	so	so
-	-	-
called	call	called
photo	photo	photo
-	-	-
radar	radar	radar
installations	instal	installation
.	.	.

in	in	in
these	these	these
installations	instal	installation
,	,	,
a	a	a

>	>	>
|	|	|
>	>	>
low	low	low
-	-	-
powered	power	powered
beam	beam	beam
is	is	is
aimed	aim	aimed
across	across	across
the	the	the
road	road	road
at	at	at
a	a	a
45	45	45
degree	degre	degree
angle	angl	angle
to	to	to
the	the	the

>	>	>
|	|	|
>	>	>
direction	direct	direction
of	of	of
traffic	traffic	traffic
,	,	,
and	and	and
a	a	a
picture	pictur	picture
is	is	is
taken	taken	taken
of	of	of
vehicles	vehicl	vehicle
which	which	which
the	the	the

>	>	>
|	|	|
>	>	>
radar	radar	radar
unit	unit	unit
determines	determin	determines
to	to	to
have	have	have
been	been	been
in	in	in
