from	from	from
:	:	:
ak954@yfn.ysu.edu	ak954@yfn.ysu.edu	ak954@yfn.ysu.edu
(	(	(
albion	albion	albion
h	h	h
.	.	.

bowers	bower	bower
)	)	)
subject	subject	subject
:	:	:
re	re	re
:	:	:
too	too	too
fast	fast	fast
organization	organ	organization
:	:	:
st. elizabeth	st. elizabeth	st. elizabeth
hospital	hospit	hospital
,	,	,
youngstown	youngstown	youngstown
,	,	,
oh	oh	oh
lines	line	line
:	:	:
42	42	42
reply	repli	reply
-	-	-
to	to	to
:	:	:
ak954@yfn.ysu.edu	ak954@yfn.ysu.edu	ak954@yfn.ysu.edu
(	(	(
albion	albion	albion
h	h	h
.	.	.

bowers	bower	bower
)	)	)
nntp	nntp	nntp
-	-	-
posting	post	posting
-	-	-
host	host	host
:	:	:
yfn	yfn	yfn
.	.	.
ysu	ysu	ysu
.	.	.
edu	edu	edu

in	in	in
a	a	a
previous	previous	previous
article	articl	article
,	,	,
tedebear@leland.stanford.edu	tedebear@leland.stanford.edu	tedebear@leland.stanford.edu
(	(	(
theodore	theodor	theodore
chen	chen	chen
)	)	)
says	say	say
:	:	:

>	>	>
in	in	in
article	articl	article
<	<	<
1qh61m	1qh61m	1qh61m
$	$	$
b6l@armory.centerline.com	b6l@armory.centerline.com	b6l@armory.centerline.com
>	>	>
jimf@centerline.com	jimf@centerline.com	jimf@centerline.com
(	(	(
jim	jim	jim
frost	frost	frost
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
compare	compar	compare
either	either	either
to	to	to
the	the	the
porsche	porsch	porsche
911	911	911
and	and	and
you	you	you
tell	tell	tell
me	me	me
which	which	which
was	was	wa
designed	design	designed

>	>	>
>	>	>
to	to	to
go	go	go
fast	fast	fast
.	.	.

>	>	>
you	you	you
have	have	have
a	a	a
point	point	point
about	about	about
the	the	the
brakes	brake	brake
,	,	,
especially	especi	especially
seeing	see	seeing
as	as	a
how	how	how
the	the	the

>	>	>
mustang	mustang	mustang
doesn	doesn	doesn
'	'	'
t	t	t
even	even	even
have	have	have
disc	disc	disc
brakes	brake	brake
in	in	in
the	the	the
back	back	back
.	.	.

>	>	>
but	but	but
there	there	there
are	are	are
significant	signific	significant
differences	differ	difference
between	between	between
the	the	the
latest	latest	latest
911s	911s	911s
and	and	and

>	>	>
the	the	the
late	late	late
80	80	80
'	'	'
s	s	s
911s	911s	911s
,	,	,
not	not	not
the	the	the
least	least	least
of	of	of
which	which	which
is	is	is
handling	handl	handling
.	.	.

i	i	i
'	'	'
m	m	m
not	not	not

^	^	^
^	^	^

i	i	i
think	think	think
you	you	you
mean	mean	mean
late	late	late
'	'	'
60s	60s	60
.	.	.

the	the	the
biggest	biggest	biggest
change	chang	change
that	that	that
porsche	porsch	porsche
undertook	undertook	undertook
to	to	to
alter	alter	alter
the	the	the
tailhappieness	tailhappi	tailhappieness
of	of	of
their	their	their
baby	babi	baby
was	was	wa
way	way	way
back	back	back
in	in	in
august	august	august
1968	1968	1968
(	(	(
for	for	for
the	the	the

'	'	'
69	69	69
model	model	model
year	year	year
)	)	)
when	when	when
they	they	they
stretched	stretch	stretched
the	the	the
wheelbase	wheelbas	wheelbase
.	.	.

besides	besid	besides
,	,	,
some	some	some
people	peopl	people
