from	from	from
:	:	:
ljbartel@naomi.b23b.ingr.com	ljbartel@naomi.b23b.ingr.com	ljbartel@naomi.b23b.ingr.com
(	(	(
les	les	le
bartel	bartel	bartel
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
aftermarket	aftermarket	aftermarket
air	air	air
-	-	-
conditioners	condition	conditioner

reply	repli	reply
-	-	-
to	to	to
:	:	:
ljbartel@naomi.b23b.ingr.com	ljbartel@naomi.b23b.ingr.com	ljbartel@naomi.b23b.ingr.com

organization	organ	organization
:	:	:
intergraph	intergraph	intergraph
corporation	corpor	corporation

lines	line	line
:	:	:
30	30	30

in	in	in
article	articl	article
<	<	<
1qcaueinnmt8@axon.cs.unc.edu	1qcaueinnmt8@axon.cs.unc.edu	1qcaueinnmt8@axon.cs.unc.edu
>	>	>
andrew	andrew	andrew
brandt	brandt	brandt
writes	write	writes
:	:	:

|	|	|
>	>	>
i	i	i
looked	look	looked
into	into	into
getting	get	getting
a	a	a
/	/	/
c	c	c
installed	instal	installed
on	on	on
my	my	my
1987	1987	1987
honda	honda	honda
crx	crx	crx
si	si	si
.	.	.

|	|	|
>	>	>
the	the	the
unit	unit	unit
is	is	is
$	$	$
875	875	875
plus	plus	plus
shipping	ship	shipping
,	,	,
installation	instal	installation
is	is	is
like	like	like
5	5	5
1	1	1
/	/	/
2	2	2
hours	hour	hour
on	on	on

|	|	|
>	>	>
top	top	top
of	of	of
that	that	that
.	.	.

this	this	this
is	is	is
a	a	a
hunk	hunk	hunk
of	of	of
change	chang	change
.	.	.

|	|	|
>	>	>

|	|	|
>	>	>
does	doe	doe
anyone	anyon	anyone
know	know	know
*	*	*
any	ani	any
*	*	*
place	place	place
that	that	that
does	doe	doe
aftermarket	aftermarket	aftermarket
a	a	a
/	/	/
c	c	c
installation	instal	installation

|	|	|
>	>	>
(	(	(
not	not	not
with	with	with
a	a	a
honda	honda	honda
a	a	a
/	/	/
c	c	c
unit	unit	unit
,	,	,
but	but	but
some	some	some
third	third	third
party	parti	party
unit	unit	unit
)	)	)
.	.	.

|	|	|
>	>	>

|	|	|
>	>	>
i	i	i
cannot	cannot	cannot
seem	seem	seem
to	to	to
find	find	find
anyone	anyon	anyone
who	who	who
can	can	can
put	put	put
a	a	a
third	third	third
party	parti	party
a	a	a
/	/	/
c	c	c
unit	unit	unit
in	in	in
a	a	a

|	|	|
>	>	>
honda	honda	honda
.	.	.

i	i	i
am	am	am
in	in	in
no	no	no
carolina	carolina	carolina
,	,	,
so	so	so
i	i	i
would	would	would
prefer	prefer	prefer
some	some	some
place	place	place
nearby	nearbi	nearby
,	,	,
but	but	but

|	|	|
>	>	>
any	ani	any
references	refer	reference
would	would	would
be	be	be
handy	handi	handy
.	.	.

|	|	|
>	>	>

|	|	|
>	>	>
thx	thx	thx
,	,	,
andy	andi	andy
(	(	(
brandt@cs.unc.edu	brandt@cs.unc.edu	brandt@cs.unc.edu
)	)	)

sorry	sorri	sorry
i	i	i
can	can	can
'	'	'
t	t	t
help	help	help
you	you	you
with	with	with
your	your	your
question	question	question
,	,	,
but	but	but
i	i	i
do	do	do
have	have	have
a	a	a
comment	comment	comment
to	to	to
make	make	make
concerning	concern	concerning
aftermarket	aftermarket	aftermarket
a	a	a
/	/	/
c	c	c
units	unit	unit
.	.	.

i	i	i
have	have	have
a	a	a
frost	frost	frost
-	-	-
king	king	king
or	or	or
frost	frost	frost
-	-	-
temp	temp	temp

(	(	(
forget	forget	forget
which	which	which
)	)	)
aftermarket	aftermarket	aftermarket
unit	unit	unit
on	on	on
my	my	my
cavalier	cavali	cavalier
,	,	,
and	and	and
am	am	am
quite	quit	quite
unhappy	unhappi	unhappy
with	with	with
it	it	it
.	.	.

the	the	the
fan	fan	fan
is	is	is
noisy	noisi	noisy
,	,	,
and	and	and
doesn	doesn	doesn
'	'	'
t	t	t
put	put	put
out	out	out
much	much	much
air	air	air
.	.	.

i	i	i
will	will	will
never	never	never
have	have	have
an	an	an
aftermarket	aftermarket	aftermarket
a	a	a
/	/	/
c	c	c
installed	instal	installed
in	in	in
any	ani	any
of	of	of
my	my	my
vehicles	vehicl	vehicle
again	again	again
.	.	.

i	i	i
just	just	just
can	can	can
'	'	'
t	t	t
trust	trust	trust
the	the	the
quality	qualiti	quality
and	and	and
performance	perform	performance
after	after	after
this	this	this
experience	experi	experience
.	.	.

-	-	-
les	les	le

-	-	-
-	-	-
les	les	le
bartel	bartel	bartel
i	i	i
'	'	'
m	m	m
going	go	going
to	to	to
live	live	live
forever	forev	forever
intergraph	intergraph	intergraph
corporation	corpor	corporation
.	.	.
.	.	.
.	.	.

or	or	or
die	die	die
trying	tri	trying
electronics	electron	electronics
division	divis	division
ljbartel@ingr.com	ljbartel@ingr.com	ljbartel@ingr.com
or	or	or
ljbartel@naomi.b23b.ingr.com	ljbartel@naomi.b23b.ingr.com	ljbartel@naomi.b23b.ingr.com

(	(	(
205) 730-8537	205) 730-8537	205) 730-8537
