from	from	from
:	:	:
mart@csri.toronto.edu	mart@csri.toronto.edu	mart@csri.toronto.edu
(	(	(
mart	mart	mart
molle	moll	molle
)	)	)

subject	subject	subject
:	:	:
re	re	re
:	:	:
dumbest	dumbest	dumbest
automotive	automot	automotive
concepts	concept	concept
of	of	of
all	all	all
time	time	time

lines	line	line
:	:	:
36	36	36

parr@acs.ucalgary.ca	parr@acs.ucalgary.ca	parr@acs.ucalgary.ca
(	(	(
charles	charl	charles
parr	parr	parr
)	)	)
writes	write	writes
:	:	:

>	>	>
>	>	>
>	>	>
my	my	my
top	top	top
10	10	10
list	list	list
of	of	of
dumbest	dumbest	dumbest
automotive	automot	automotive
concepts	concept	concept
ever	ever	ever

>	>	>
>	>	>
>	>	>

>	>	>
>	>	>
>	>	>
9	9	9
.	.	.

back	back	back
-	-	-
up	up	up
lights	light	light
on	on	on
corvette	corvett	corvette
-	-	-
they	they	they
'	'	'
re	re	re
on	on	on
the	the	the
sides	side	side
of	of	of
the	the	the
car	car	car
!	!	!

>	>	>
>	>	>
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^
^	^	^

>	>	>
>	>	>
sure	sure	sure
would	would	would
be	be	be
interested	interest	interested
to	to	to
know	know	know
what	what	what
year	year	year
(	(	(
s	s	s
)	)	)
this	this	this
was	was	wa
!	!	!

>	>	>
>	>	>
i	i	i
don	don	don
'	'	'
t	t	t
seem	seem	seem
to	to	to
recall	recal	recall
any	ani	any
car	car	car
with	with	with
back	back	back
-	-	-
up	up	up
lights	light	light
on	on	on
the	the	the
sides	side	side
,	,	,
much	much	much

>	>	>
>	>	>
less	less	less
any	ani	any
corvette	corvett	corvette
.	.	.

i	i	i
suppose	suppos	suppose
i	i	i
could	could	could
be	be	be
mis	mis	mi
-	-	-
interpreting	interpret	interpreting
what	what	what
you	you	you
are	are	are

>	>	>
>	>	>
trying	tri	trying
to	to	to
say	say	say
here	here	here
.	.	.
.	.	.
.	.	.
.	.	.
.	.	.

>	>	>
just	just	just
a	a	a
quick	quick	quick
comment	comment	comment
.	.	.

backup	backup	backup
lights	light	light
mounted	mount	mounted
on	on	on
the	the	the
side	side	side

>	>	>
would	would	would
actually	actual	actually
be	be	be
*	*	*
extremely	extrem	extremely
*	*	*
useful	use	useful
for	for	for
people	peopl	people
backing	back	backing
out	out	out
of	of	of

>	>	>
parking	park	parking
stalls	stall	stall
.	.	.
.	.	.
.	.	.

while	while	while
i	i	i
can	can	can
'	'	'
t	t	t
think	think	think
of	of	of
any	ani	any
corvettes	corvett	corvette
with	with	with
side	side	side
mounted	mount	mounted
backup	backup	backup
lights	light	light
,	,	,
i	i	i
know	know	know
that	that	that
saab	saab	saab
started	start	started
using	use	using
them	them	them
about	about	about
15	15	15
years	year	year
ago	ago	ago
.	.	.

my	my	my
1975	1975	1975
saab	saab	saab
99	99	99
didn	didn	didn
'	'	'
t	t	t
have	have	have
them	them	them
,	,	,
but	but	but
a	a	a
friend	friend	friend
'	'	'
s	s	s
1978	1978	1978
saab	saab	saab
99	99	99
certainly	certain	certainly
did	did	did
.	.	.

in	in	in
addition	addit	addition
to	to	to
the	the	the
confentional	confent	confentional
tail	tail	tail
-	-	-
light	light	light
mounted	mount	mounted
backup	backup	backup
lights	light	light
,	,	,
they	they	they
had	had	had
another	anoth	another
set	set	set
integrated	integr	integrated
into	into	into
the	the	the
front	front	front
turn	turn	turn
signal	signal	signal
assembly	assembl	assembly
.	.	.

for	for	for
those	those	those
of	of	of
you	you	you
who	who	who
don	don	don
'	'	'
t	t	t
remember	rememb	remember
,	,	,
saabs	saab	saabs
of	of	of
that	that	that
vintage	vintag	vintage
had	had	had
an	an	an
enormous	enorm	enormous
multicoloured	multicolour	multicoloured
plastic	plastic	plastic
growth	growth	growth
,	,	,
about	about	about
the	the	the
size	size	size
of	of	of
a	a	a
_national	_nation	_national
geographic_	geographic_	geographic_
magazine	magazin	magazine
,	,	,
sticking	stick	sticking
out	out	out
of	of	of
the	the	the
front	front	front
fender	fender	fender
,	,	,
which	which	which
incorporated	incorpor	incorporated
amber	amber	amber
"	"	"
parking	park	parking
lights	light	light
"	"	"
,	,	,
amber	amber	amber
side	side	side
marker	marker	marker
lights	light	light
/	/	/
reflectors	reflector	reflector
,	,	,
white	white	white
"	"	"
cornering	corner	cornering
lamps	lamp	lamp
"	"	"
(	(	(
like	like	like
american	american	american
luxury	luxuri	luxury
cars	car	car
)	)	)
aimed	aim	aimed
towards	toward	towards
the	the	the
side	side	side
of	of	of
the	the	the
road	road	road
when	when	when
you	you	you
have	have	have
your	your	your
turn	turn	turn
indicators	indic	indicator
on	on	on
,	,	,
and	and	and
white	white	white
"	"	"
backup	backup	backup
lights	light	light
"	"	"
aimed	aim	aimed
towards	toward	towards
the	the	the
back	back	back
of	of	of
the	the	the
car	car	car
when	when	when
you	you	you
have	have	have
selected	select	selected
reverse	revers	reverse
gear	gear	gear
.	.	.

the	the	the
glossy	glossi	glossy
brochure	brochur	brochure
showed	show	showed
how	how	how
these	these	these
front	front	front
mounted	mount	mounted
backup	backup	backup
lights	light	light
were	were	were
useful	use	useful
for	for	for
illuminating	illumin	illuminating
hazards	hazard	hazard
(	(	(
pot	pot	pot
holes	hole	hole
,	,	,
kid	kid	kid
'	'	'
s	s	s
toys	toy	toy
,	,	,
etc	etc	etc
)	)	)
that	that	that
would	would	would
be	be	be
run	run	run
over	over	over
by	by	by
the	the	the
front	front	front
of	of	of
the	the	the
car	car	car
if	if	if
you	you	you
had	had	had
the	the	the
wheels	wheel	wheel
turned	turn	turned
while	while	while
backing	back	backing
up	up	up
.	.	.

mart	mart	mart
l	l	l
.	.	.

molle	moll	molle
computer	comput	computer
systems	system	system
research	research	research
institute	institut	institute
university	univers	university
of	of	of
toronto	toronto	toronto
toronto	toronto	toronto
,	,	,
canada	canada	canada
m5s	m5s	m5s
1a4	1a4	1a4

(	(	(
416)978-4928	416)978-4928	416)978-4928
